"","author","date","source","text","year","linked_progress","linked_hurt"
"135","Chaine, Mary",1978-07-31,"International Examiner","







At the end of August, the Chinese Information and Service Center (CISC) may have to close because its CETA funds for its employees will run out.


All CISC employees are funded by Title VIB project employment funds. The money allocated for the 1977-78 budget will end in August, according to Rita Wang, spokesperson for CISC. Discontinuation of CETA funding will result in elimination of staff and services provided to non-English-speaking elderly and new immigrants. The Center, according to Wang, would consider possibly closing.


The CISC board of directors and staff are concerned with obtaining permanent funding to continue and expand the Center's programs. CISC has submitted proposals for Block Grant money, and funds from United Way, CETA, Boeing Employees Good Neighbor Fund (BEGNF), United Presbyterian Church and Self-Development of People. In addition, CISC is organizing fund-raising activities.


The possibility of getting long-term funding is very limited. The Center staff hopes the Block grant and United Way proposals will be successful. However, even of those proposals are accepted, allocation of funds will not occur until January, 1979. Thus, the Center needs at least $25,000 to sustain its operation from August to December.


Of the five proposals submitted by CISC, BEGNF was the first to respond, granting the Center almost $9000. But the BEGNF grant can only be used for office equipment and improvement.


For almost six years, CISC has provided social services to the elderly. The Center has grown from a few volunteers to five full-time staff (one director, one office manager, one administrative assistant and two outreach workers).


During the last nine months, CISC has rendered a total of 6021 services to 3440 clients. The services include:


-- Direct services (clerical, language advocacy, tax, immigration applications, employment placement, information and referral, nutrition program, outreach, translation).


-- Special programs (health education class, emergency procedure class, film shows, parties, physical exercise classes and field trips).


-- Access services (all governmental services).


CISC wants to have more steady, long-term funding so it can provide more professional and comprehensive services. It wants to establish a comprehensive Chinese library, more frequent and organized field trips and excursions and additional educational programs and employment opportunities for both elderly and new immigrants. The Center hopes to increase its services to serve 10,000 clients. All this will not be accomplished if CISC's operation fund ceases at the end of August.


To help provide income for the Center, the board of directors has set up a task force to raise a target $5000. Possible fundraising activities include: benefit dance, raffle, film, street fairs, private donation campaign and bingo. Hopefully other permanent sources can be tapped as well.


During the June Street Fair in the International District, CISC raised almost $150. The elderly helped make dim sum. However, that still leaves the Center far from its target of $5000.


To maintain services for the elderly and new immigrants, CISC needs all the financial support it can get. CISC serves both District and non-District residents.



","1978",1,0
"136","",1978-05-31,"International Examiner","







The purchase of the Bush Hotel is at a standstill as it waits for confirmation of the building's stability, says Ben Woo, chairman of the International District/Chinatown Public Corporation.


The hotel is being considered by the Public Corporation as a site for a community center in the International District. The City of Seattle, under block grants, has allocated $240,000 to acquire it by June 1. Before the purchase, tests must be made on the hotel for stability and to determine if it meets building regulations. If the purchase can't be made by the deadline the money will be revoked and funnelled to other organizations or projects.


Preliminary work by Arai/Jackson/Reyes Architects and Designers was started, which includes a soil and building concrete study. The concrete was found to be weaker than expected and not up to the Seattle City building code.


The Portland Cement Association and its main office in Skokie, Ill., was contracted to perform a structural evaluation. Woo said they were contracted because it utilized computers and could perform an ultrasonic scan on the building.


The study was completed two months ago. The results were to be sent to the Public Corporation a month ago. They are still waiting for it.


Woo said the last call to the Illinois office got them a reply saying the report would reach the Public Corporation by the first Friday of May. By the middle of the second week in May, no report was received. Another call was made and the reply was ""the report or something is in the mail and on its way,"" stated Woo.


When the Public Corporation receives the report; a decision will be made on the purchase of the hotel.



","1978",0,0
"137","Chew, Ron",1978-03-31,"International Examiner","







Arlene Oki, special assistant to Mayor Charles Royer, told The Examiner she believes the Mayor will continue his support for the beleaguered International District Special Review Board.


The Board, which recommends policy on land use and physical development of the District, has recently come under fire from Chinese who accuse it of impeding business development. Some Chinese have called for elimination of the Board.


""Charlie (Royer) is on record as supporting the Review Board and we can go on the assumption that support is going to continue,"" Oki said. ""We have proof now with the results of a survey.""


Oki was referring to a questionnaire the District Manager's office sent to organizations in the community, asking each for a list of prioritized issues. The questionnaire, returned by 20 of 23 organizations, also asked whether the Review Board should continue.


District Manager James Mason, at a February 28 meeting between the Mayor and representatives of those organizations, announced that, by a 16-to-one margin, respondents favored continuation of the Review Board.


Oki pointed out that the questionnaire returned by the Chong Wa benevolent Association also favored continuation of the Review Board. Chong Wa representatives had earlier been the ones most vehemently opposed to its continuation. They had initiated a petition campaign, calling for removal of the King Street core from the Board's jurisdiction. The campaign had reportedly resulted in the gathering of 1,200 signatures.


Recently, however, Chong Wa underwent a power struggle, resulting in the nullification of power once held by County Council Representative Ruby Chow. The questionnaire was filled out, apparently, by a group of individuals, including Chong Wa board members.


The Mayor's office had planned to call for formation of a task force to study the Review Board issue and come up with recommendations, but the petitions were never turned in to the Mayor.


""The petitions have never surfaced,"" said Oki. ""Charlie has never seen them. He doesn't really know if they are going to be turned in.""


Oddly, at the February 28 meeting with the Mayor, none of the 40 participants asked the Mayor directly what he planned to do on the Review Board question. Most of the two-hour meeting was devoted to discussion of low-income housing, the top priority of organizations which returned the questionnaire.


The Review Board issue came up indirectly during the meeting when Ben Woo, chairperson of the Chinatown-International District Public Corporation, suggested that the City ""stick a needle into HUD (the Department of Housing and Urban Development)"" to push for low-income housing for the International District.


""Frankly,"" replied Royer, ""in the I.D. I'm wondering what is going to happen. The question is not whether or not there is going to be a cohesive plan, but whether or not we're even going to have a District.""


Royer was referring to the controversy over whether the area is an International District or a Chinatown.


Woo answered, ""You have the same problem Lincoln had.""


Earlier in the meeting, Royer said the purpose of the meeting was to hear from ""all the actors in the District."" Royer said he needed to hear ""from the Bob Santoses to the Abe Lums"" to find out what the District wanted and then ""try to see that the City does not get in the way.""


""If you can tell me what you want and you can all agree on them,"" said Royer, ""we can put together the power of the executive department on getting it.""


According to the questionnaire, the top priorities are, in order: housing, the community center, mini-park, streetscaping, undergrounding utility lines, recreational facilities and a branch library.


Elaine Ko, of the International District Housing Alliance, asked the Mayor if the City recognized the need to provide low-income housing for non-elderly in the District.


Royer said he was putting together a task force on the urban core neighborhoods to advise him on the needs of residents in the area. That problem would be addressed, he said.


Ben Rafanan, director of the International Drop-In Center, said many senior citizens are going to Oregon and other places because there are ""no decent nursing homes that would respond to their needs."" There are many non-English-speaking elderly, said Rafanan, who are isolated in their International District hotels.


He suggested some kind of ""nursing home-housing arrangement."" ""Here,"" he said, ""I'm talking about an income-producing project for the senior citizens, income that can be used for other projects in the District.""


Ron Mamiya, an attorney, told the Mayor that various City departments were taking a ""passive role in advising agencies in the International District."" He suggested that Royer issue a directive to department heads.


""I issue directives,"" said Royer, ""and (the department heads) take it under advisement."" He said the department heads do pretty much what they want to do. There are about ""two dozen strong-headed, independent departments,"" said Royer. He said that, in the transition between Mayors, it takes time to take control. ""I didn't just come in and throw everybody out,"" he remarked.


Ted Choi, of the Chinese Community Service Organization, also said the City should take a more aggressive initiative to communicate with the International District. He pointed out that a large percentage of the residents are non-English-speaking.


Oki said the Mayor plans another meeting with the I.D. organizations because the size of the other meeting prevented discussion of some issues the Mayor had planned for the agenda. Many persons, not invited, attended the meeting.


But, added Oki, ""he was impressed with the size of the crowd of people there and the concern of people for the I.D.""


Photo (Mayor Royer speaks to various members of International District community.)



","1978",0,0
"138","",1978-12-31,"International Examiner","







Dear Mr. Iwamoto:


I am concerned about your article, ""In the Aftermath of Elections: State Legislature,"" published in the November 1978 issue of the International Examiner. Your article was definitely negative and unfair to the 37th district's legislative team (Fleming, Maxie, Eng), but particularly so toward Representative John Eng.


Three sections of your article referring to Rep. Eng need clarification. To be specific:


Paragraph #1: ""Eng also won easily over two opponents of whom he thought so little that he spent only $50 in the entire campaign."" It is true that Rep. Eng won by large margins in the primary and the general. However, it's definitely your opinion, not his, that he thought so little of his opponents. Did you bother to talk to Rep. Eng, his campaign manager or his treasurer as to how his campaign was managed?


Paragraph #2: ""Eng, who faced Republican opposition from John Gilmore, claimed credit for getting the redlining bill through the Legislature, a good position to take in the area which was probably the most redlined area in the State."" The Anti-redlining bill in the 1977 legislative session was a major bill in the Financial Institutions committee. Rep. Eng, chairperson of this committee, spent numerous hours and days drafting the bill, negotiating its terms with his colleagures and the consumer and bank lobbyists, and guiding its presentation and passage in both the House and the Senate. Rep. Eng was most aware of the significance of the redlining problem in his district. Again, did you bother to talk to Rep. Eng about his role in this piece of legislation?


Paragraph #3: ""Fleming, Maxie, and Eng have not been very visible in the community lately. Eng, however, says his door is always open to anyone who wishes to venture down to Olympia. When a politician says his door is always open, be sure to see if he's there before you go -- Olympia is a long way."" I know for a fact that Rep. Eng has not ignored his community. He attended numerous community functions last year such as: the Double 10 celebration/reception at the Rainier Club, the dedication of the Empire Way Tennis Center, the Wing Luke Museum auctions, the Urban League meetings on the Francis North case, the fundraiser for the Total Experience Choir held at MacDonald's on Rainier Ave. South, meetings with the Cherry Hill Coalition at Immaculate Church over the rat control problem and the cleaning-up of Safeway on 23rd, the Asian community interview of the new police chief at Blaine Methodist Church, interviews of the Asian Political Caucus at Quong Tuck restaurant, meeting with the Mt. Baker League of Women Voters, meeting with the Annita T. O'Donnell Democratic Women, and many more. Rep. Eng has a habit of appearing at community functions as a private citizen rather than an elected official. Possibly it would be advantageous for him to have his presence announced to the assembly.


Rep. Eng's long-standing policy is that he will meet with anyone who needs to see him whether it's at their home, his home, a public meeting, a restaurant or wherever and whenever it's most convenient for the constituent. Unfortunately you as well as Peter Rinearson of the Seattle Times didn't understand this. Rinearson quoted John Gilmore who said, ""Accessibility, to John Eng, means he will meet with anyone who drives down to Olympia to see him."" (Seattle Times, Nov. 3, 1978). Some background information to help put Gilmore's statement into perspective is that during the very long 1977 legislative session, John Gilmore, having lost to Rep. Eng in the primary, appeared in Olympia to ask Rep. Eng's help in acquiring additional funding for the University of Washington's E.O.P. program. Rep. Eng honored his opponent's request by working with Gilmore's team in obtaining the needed funds. It appears you prefer to quote a misleading article by Rinearson rather than checking with and quoting the original source, John Eng.


Mr. Iwamoto, I am very disappointed at your negligence as a journalist. I can not believe that an Asian writer for an Asian newspaper would be so unfair to an Asian community member. At least I know that Rinearson took the time to give a short telephone interview on November 2nd to John Eng. You had several opportunities to establish contact for an interview with Rep. Eng -- home phone number listed in the telephone directory, at the Washington Bar Association swearing-in ceremony, the Asian Political Caucus interview at Quong Tuck, through Jack Eng, campaign manager. I believe you owe Rep. Eng an explanation for your biased, unfair, misinformed article; an apology, and a retraction in the next issue of the Examiner. It is my deep opinion that you have examined very little about the accomplishments of the first, elected Asian representative to the State Legislature.


Respectfully yours,


Sandra K. Chock-Eng


3309 Claremont Ave. S.


Seattle, Washington 98144



","1978",0,0
"139","Murakami, Debbie",1978-11-30,"International Examiner","







The casino, tucked underneath the walk at 2nd and Washington, has the aura of a refurbished bomb shelter. Visible through the dim light are cement floors and bare pipes that wind along the ceiling.


Vicky Kodama, working with the Virginia Educational Film Center (EFC), and her production crew chose the casino as one of their shooting locations. Kodama was in Seattle in early November to write and produce a television documentary which will concentrate on the first wave of Filipino immigrants to the United States in the 1920's and '30's.


Assisting Kodama in this segment of a 6-part series entitled ""Pearls,"" are Frank Nesbitt, director and sound technician, Michael Switzer, cinematographer, and Peter Reniers, assistant cameraman.


When Kodama and her crew visited the casino, many of the regulars shuffled down the stairway and blinked around them in surprise. Bright lights had been set up, and camera and sound equipment handled by the crew were clustered around the table where Al Masigat shot some pool with a friend.


Kodama was first introduced to Al when a Seattle contact sent him a video of the manong who has been a prominent housing activist. ""I loved him!"" said Kodama. She said she was impressed by Al's continual struggle for minority rights.


Her initial research was done through interviews, reading, and mostly ""just getting together with people and sitting down and talking."" She found the elderly were most helpful. ""By 1980 (Filipino Americans) will be the largest (population) of Asian immigrants in America. But despite their numbers, they're the most invisible Asian culture."" Kodama was appalled by the lack of documentation on Filipino Americans. She plans to portray the history through old stills from museums, the National Archives and private collections.


Kodama does not want to ""belabor the discrimination issue"" because it is something that ""every minority has gone through."" She would rather help promote awareness of a unique Asian culture and its history in America. Kodama interviewed Al and focused on his experiences working in the fields and Alaskan canneries. Kodama chose to film him at locations where he works and spends leisure time -- the Drop-In Center, Milwaukee Hotel, Inter*im, International District Community Garden, and the casino.


The casino warmed up to the sounds of laughter and friendly conversation. Mostly manongs were present. Kodama wanted to catch Al in some of his typical moments. She guided other cooperative manongs to the food counter, spacing them along the stools to fill up the scene as the camera focused on Al walking up to sit for a while with his friends. The casino has been Al's hangout since the 1920's.


Kodama was-kept busy helping arrange scenes. Some of the men she had carefully planted along the counter grew impatient for another game of pool and wandered away. Kodama fetched them back. There was much running about, takes and retakes, but Kodama felt in the end that it had been a successful day of shooting.


At the conclusion of this production, funding for ""Pearls"" will run out. PBS television plans to air it next year. Kodama has had experience writing scripts for Pacific Bridges, the EFC series on Asian American history for pre-teens. She also wrote dramatic scripts for Carrascolendas, a Texas television program stressing self-importance for young Chicanos.


Although her current project is her first attempt at producing, she plans to form a production company called EVKO. The name is a combination of the first two letters in the partner's last names, Even and Kodama. Kodama looks forward to her next endeavor with excitement and panic. She compares her position with a baby bird learning to fly. The mother pushes her young out and ""either you fly, or you fall to the ground.""


Photo (Kodama wants to help promote awareness of a unique Asian culture)



","1978",1,0
"140","Iwamoto, Gary",1978-09-30,"International Examiner","







Ken Mar feeds approximately 50 Chinese elderly each day.


As site manager for the Chinese Nutrition Program, Mar has the responsibility to see that elderly participating in the program get a well balanced diet. Funded under Title VII of the Older Americans Act, the Chinese Nutrition Program is designed to reach Chinese elderly 60 years and older, folks who do not ordinarily have access to elderly-oriented programs.


The program is run at the Eight Immortals Restaurant which caters the daily luncheon. The program had been located at the old Chinese Information and Referral Service. But the program had to be relocated because, Mar said, ""the old place was too dirty, too big, and the elderly had difficulty climbing a long flight of stairs."" The Eight Immortals Restaurant provides two different Chinese dishes, milk, and dessert each day.


Besides providing the Chinese elderly with a well balanced diet, the program also gives the elderly a chance to get together. Mar pointed out that the elderly who participate in the program come from all over the city, from North Seattle to Beacon Hill, as well as the International District. He said, ""A lot of the elderly would probably not get out if it were not for the program. Because of the program, a lot of them hop on buses to get down to the program and see their friends.""


As an additional part of the program. Mar takes the elderly on field trips, serving as tour guide and chaperone. He has taken them to Vancouver, Portland, on the Skagit tours, and into the country by Auburn. Mar claims to have a lot of patience as he tries to keep track of all the Chinese ladies who ""go crazy"" in Vancouver's Chinatown.


The Chinese Nutrition Program is important, Mar says, because it not only provides companionship but is designed to focus attention on the elderly with fixed incomes and limited means. One of the recent additions to the program has been the institution of a food co-op which gives the elderly the opportunity to buy groceries at a 35 per cent discount (whole-sale prices).


Like most social service government programs, the Chinese Nutrition Program lives and dies by the amount of funding it receives. Each year, the program has to fight for its funding or else it will go the way of most social service programs -- cutting back on the budget means cutting back on the services. Ken said, ""It is vitally important to the well-being of the Chinese elderly that this program continue. American society often ignores its elderly, preferring to throw them in rest homes and forgetting about them. Our program gets them out.""


So, if you happen to be in the International District and see a large group of elderly Chinese, look for Kenny Mar. He'll probably be in the middle of it.


Photo (The program is run at Eight Immortals)



","1978",1,0
"141","Chin, Sue",1978-07-31,"International Examiner","







Barry Mar is confident ""The Year of the Horse"" will bring him good luck.


That is the name for the restaurant Mar plans to open in October ""contingent upon bank approval,"" he said.


Mar plans to renovate the old Atlas Hotel lobby into a restaurant specializing in continental breakfasts and light lunches of soups, salads and crepes, Mar said. Home-made desserts and expresso coffee are also part of the fare, according to Mar.


""The focus is on using natural and fresh ingredients and de-emphasizing red meat,"" Mar continued.


""I'll be using a format developed by Bob McAfee, who owns the Vitium Capitale Restaurant in the Pike Place Market. Bob McAffee is a genius. His cooking style is very Asian. He cooked in Chinese restaurants for two years. Visually and in terms of taste, the food is great.""


Mcafee is serving as consultant in Mar's restaurant venture.


Mar, working at Vitium for the past year to learn the trade, said, ""I was cook, dishwasher, baker, cashier, waiter, you name it.""


Mar thinks his restaurant, which would be the first of its kind in the District, can succeed ""because we're different"" and ""there is not in the I.D. a good place to have breakfast,"" he said. ""In terms of how the I.D. is developing, there is a market for a nice place to have breakfast."" Also, he continued, ""the I.D. is ready for a non Asian-oriented restaurant.""


Mar, 35, is active in several District community organizations.


He is presently owner and principal consultant of Management and Resources Associates, a consulting service. Earlier, he served three years as director of the Center for Urban Studies.


Mar, enthusiastic about his own business venture, would like to see more young Asians ""take a stab at whatever their thing is, maybe a good bookstore, a good gallery. The District needs more business people like Mich Matsudaira (owner of Mich's Men's Shop) and young professionals like Ron Mamiya,"" he said.


""The District has to be economically viable to survive,"" he added, ""if it wants to grow beyond what it is.""


Mar favors perpetuating small shops and restaurants in the District. ""I don't think the ""ma and pa"" variety are economically feasible but I think it might be on the order of what they are trying to do in Pioneer Square and Union Street in San Francisco,"" he said.


Mar's future plans include expanding his consulting business and ""trying other different food service ideas, none of which I'm going to say for the record,"" he said.


At present, Mar is planning to open for breakfast and lunch Mondays through Saturdays and to open Friday and Saturday nights for dinners by reservation only.



","1978",0,0
"142","",1978-04-30,"International Examiner","







Wing Luke Museum displays garments


The Wing Luke Memorial Museum will display Asian Ethnic Garments from the Museum and private collections from April 22 through May.


There will be robes, hats, shoes and accessories never before exhibited.


Tony and Nina Ventura have been working under a CETA grant from the Seattle Arts Commission to photograph and research symbolism from the robes and other garments. They have put together over 100 slides, from public and private collections from the Ming Dynasty to the present. There will eventually be a catalogue to explain the symbolism in depth and, perhaps, patterns cut from the original garments.


May 4, from 5 to 8 p.m., the Museum invites the public to meet Tony and Nina and enjoy the garments and slides.


The Museum, open Tues. to Fri. 11 a.m. to 4:30 p.m., is located at 414-8th Ave. S. For more into, call 623-5124.


Can you spare a Saturday?


If you can spare some time on your saturday mornings, Chinese-speaking English teachers are needed for the language tutorial program at the Chinese Baptist Church. Contact Pastor Szeto, Mon-Fri., 9am-4pm at 725-6363 for further information. Training will be provided.


Paul Wada memorial scholarship fund


A memorial scholarship fund has been established in the name of Paul Ronald Wada to benefit outstanding high school students at the University of San Francisco's Upward Bound Program and a graduating Asian law student. These scholarships will be awarded annually in San Francisco.


Paul R. Wada was killed September, 1977 in what has come to be known as the ""Chinatown Massacre."" Paul, son of Mr. and Mrs. Yukio Wada, graduated from the University of California at Berkeley and was a law student at the University of San Francisco. He is best remembered for his work helping others and his community. Wada's involvement in the San Francisco Japanese American community stretched from Boy Scout Troop 12 to his part in the founding of Nihonmachi Legal Outreach, a volunteer legal services organization.


An award will be granted to a Bay Area law school graduate who has demonstrated exemplary dedication and commitment to serving minority and low-income communities. This scholarship will go towards the study in preparation for the bar examination. An award will also be given to the most outstanding students in the U.S.F. Upward Bound program.


Contributions may be made to: Paul R. Wada Memorial Scholarship Fund, c/o Christ United Presbyterian Church, 1700 Sutter Street, San Francisco 94115.


Japanese nursing home to expand


Issei Concerns has launched a capital-improvements drive for $100,000 to expand the Seattle Keiro dining room into a multi-purpose room. Tosh Okamoto, fund-raising chairman, said Keiro is filled to capacity, with a waiting list of 20 applicants. This situation has created a serious space problem--overcrowding of the dining room during meals and during activities programs, held in the dining area.


Okamoto pointed out that Keiro has extremely high patient participation in activities, since no patient is completely bedridden. All patients are dressed daily for meals and for various activities.


The original plan of Issei Concerns was to expand Keiro facilities several years after the nursing home was established, but Keiro's rapid utilization by patients makes it imperative to enlarge its facilities now.


Also, part of the $100,000 will be used to install bathrooms in the south wing, which presently lacks such facilities. Okamoto stressed that capital-improvements funds will be used only for this expansion, and will not be applied to the initial campaign to raise $500,000 to establish Keiro, to which $460,000 has been subscribed to date.


Pledges and contributions may be sent to Seattle Keiro, c/o Capital-Improvements Fund, 1700 - 24th Avenue S., Seattle, WA 98144. All contributions are tax-deductible.


Pancake breakfast to benefit childcare center


The Japanese American Citizens League and the Incorporated Asian Student Coalition are sponsoring a pancake breakfast on Sunday, May 21. The breakfast will be held at the Jefferson Recreation Center, 3801 Beacon Avenue South, from 8 a.m. to 1 p.m. Donation is $2 for the general public; children under six and senior citizens are admitted free. Proceeds from this breakfast will go to the Denise Louie Child Care Center and the Incorporated Asian Student Coalition Fund. The Incorporated Asian Student Coalition is comprised of Asian students from various Seattle high schools and middle schools and outlying communities. Its purpose is to provide a constructive outlet for the energies of Asian youth serving the Asian community.


Committee investigates racism charge against judge


On December 6, 1977, Lewis Nomura, a Japanese American attorney for the Seattle-King County Public Defender's Office appeared before Superior Court Judge Horton Smith. Nomura, expecting one of the parties to change a plea, asked the court to postpone his client's trial date.


According to the official court transcript, Judge Smith said, ""But we haven't gotten the plea, have we? No tickee, no washee."" Smith said if a new plea was entered, Nomura could renew his motion.


Then, Smith said, ""But this is today and we are going on today's matters. Tomorrow is Pearl Harbor Day, at least the anniversary of it, and we will wait for tomorrow.""


Nomura filed a motion and affidavit of prejudice against Smith on December 12, which Smith signed on the same day.


So far, investigation into the charges has been completed by a committee of the Superior Court Association. Smith says the committee will make a decision at the end of April. He refused to grant the International Examiner an interview until then.


In a recent Seattle P-I article, Smith said the remarks were not intended to be racial slurs, adding that he is not prejudiced against Asians. He lists evidence that the best legal secretary he ever had is of Japanese descent. He added that he owns a Toyota, a Japanese-built car.


Judge Smith said the remarks are holdovers from the Navy. The P-I article quotes Smith as saying, ""I was in logistics and we used to say 'No tickee, no washee,' whenever we didn't receive a proper requisition form. You've got to have the correct paper and procedure, that's all I was saying.""


Nomura said he was surprised by Judge Smith's remarks but he didn't say anything at the time.


""It was a combination of not knowing what to say and do at the time,"" said Nomura. He also didn't know if he wanted to go on the record.


""I took what I thought was appropriate action,"" said Nomura. Nomura wants Asian attorneys and Asian defenders to be aware of this incident so they can decide if they want to appear before Judge Smith.


The Asian Law Association supports the investigation into the matter. Ron Mamiya, attorney and member of the Association's Steering Committee says he is ""irate"" about this incident. He said a judge is supposed to be unbiased but when a judge makes remarks like Smith's, his ability to be fair becomes questionable.


Judge Smith has sent two letters of apology to Nomura. In the Seattle Sun, Judge Smith said he apologized as soon as he heard Nomura was offended, realizing that people see things differently.


Nomura says he has ""heard of"" other racist remarks made by judges. He doesn't know if any action was taken, noting that it costs both time and money, which is not worth while for some people.


Cherry Blossom festival


The Third Annual Cherry Blossom Festival will be held at Seward Park Saturday, April 22, from 11:30 a.m. to 3 p.m.


The program begins with music and drill-team performances, followed by a bring-your-own picnic lunch. Afternoon activities include: a kite flying contest, flower arrangement and tea ceremony demonstrations, baton twirling, Japanese musical and dance groups, and introduction of the Seafair Queen, Japanese Community Queen, and their courts.


The public is invited free to the all-day celebration in the park at Lake Washington Blvd. and Orcas St.



","1978",0,0
"143","Mano, Mark",1978-10-31,"International Examiner","







The International District Housing Alliance will launch a campaign against the Union Station study with a community rally and petition drive.


""The Union Station drive should be built up as big as the one for the Domed Stadium because it will affect the community as much,"" said alliance member Elaine Ko.


The Port of Seattle is applying for a $350,000 study to develop the Union Station terminal into an intermodal transportation center. The completed $17 million structure will serve as a terminal for Amtrak and five separate private bus services, and possibly, METRO.


At the October 10 Housing Alliance meeting, residents representing five ID hotels set October 20 as the date for a community rally to gain support against the study. The rally will be held at the Local 37 ILWU hall, at 4:30 p.m.


Alliance members will present signatures collected at the rally to the city council. The council will debate the Union Station application in late October or early November.


""The city can stop this project and the mayor has decided to support the study,"" said Ko. ""So we're aiming next for the city council.""


International District Improvement Association (Inter*Im) Director Bob Santos warned the residents of the dangers of the study.


""If you put so much money in a project, it becomes an investment, and pretty soon you can't say no,"" Santos said. ""They will have to go ahead with it, or the taxpayers will get mad.""



","1978",1,0
"144","",1978-11-30,"International Examiner","







What steps has the School District taken to insure that children participating in mandatory bussing safely arrive at their schools? Mike Kozu, community coordinator for the Coalition For Quality Integrated Education (CQIE), has been closely monitoring the situation. He conducted the following interview.


Why did you become a desegregation bus driver?


It's good if you want a part time job and enjoy being around youth. Many bus drivers have children and there is enough flexibility in the schedule so that there's no need for a day care center or anything like that.


What preparation or training did the school district provide to the bus drivers?


We've had to pass the same state requirements that other bus drivers have to go through. We also have different workshops and training sessions in which bus safety and mechanical upkeep is emphasized. What is more useful, though, was the 32-hour human relations workshop that we had.


How effective were the human relations workshops for the bus drivers?


In the past, there has always been neglect that we have to deal with children of different backgrounds. That's why the bus drivers will get so frustrated with the other workshops because the mechanical upkeep of a bus is not our main problem. Our biggest headache is how you relate to all these different children and deal with whatever problems they have on the bus, and at the same time, get the bus to school.


That's why the human relations workshop was good, since many bus drivers learned a lot about the different cultural background of students. For instance, when you are talking to an Asian student, you do not demand for that student to keep looking at you. Especially since that Asian student is probably uncomfortable in maintaining eye contact with someone. I also didn't understand that there were problems between different groups of Asian students. I dealt with a situation wrong, because I though they were all similar.


What could the workshops have emphasized more?


I wanted to discuss more of the actual problems that we face on the bus. For instance, I had this problem driving a bus and going through this affluent, white neighborhood and then go through a relatively poor, black neighborhood. The white students would be talking about their skiing and things like that, so you can get an idea about the background differences. So then, how do you explain to a white student not to say 'nigger' to a black student? Especially since that white student may have heard that black student call another black student 'a nigger.' How do you explain it?


What were the responses of the other bus drivers?


For the most part, people thought that the workshops were pretty good. From what I understand, the approach was better than before. People would complain that the past workshops just tried to lay a 'guilt trip' on them...that they were racist and it was their fault...and then not give any suggestions as to what they can do. It ignored the fact that a racist society conditions individual attitudes and the blame should be on society and not the individual.


Do you have radios or bus monitors?


They took out our radios, saying that it's too expensive, which were put in for last year. I understand that only 25 buses, out of 400, will have radios. And these will be mostly for the high schools.


At this time, there's only enough bus monitors for one fourth of the buses. Supposedly, they are trying with CETA for another 100 bus monitors, but nothing has come through. One thing, though, we're not really given the opportunity to work as a team. There's no time to have any discussion or just to get to know each other. In fact, division of responsibility is emphasized more. Like, the bus driver is responsible for the bus, while the bus monitor is responsible for the students.


What do you feel should be done?


There's always the complaint about the lack of money, but I would like to see some followup in human relations as to the experiences and problems of the bus drivers. We never really see each other since we all have different routes. The human relations workshop was good for an initial step, but we need to know how well it worked in reality.



","1978",0,1
